R0034941
R0070368
R0028053
R0153660
R0096579
R0043300
R0070979
R0045611
R0134755
R0067229
R0033607
R0033357
R0050220
R0028010
R0033593
R0033578
R0126425
R0070040
R0052107
R0033628
R0162288
R0162287
R0087615
R0031958
R0023948
R0097360
R0097359
R0041249
R0025964
R0033435
R0030430
R0043567
R0043579
R0100219
R0130727
R0071803
R0071777
R0030146
R0030140
R0032447
R0045022
R0126427
R0097336
R0095468
R0025524
R0033391
R0038444
R0030167
R0022521
R0047151
R0038507
R0041366
R0041247
R0167293
R0088471
R0045771
R0033418
R0039134
R0035020
R0042452
R0038419
R0033410
R0046429
R0029338
R0043425
R0029903
R0044611
R0050159
R0035258
R0050122
R0039722
R0041393
R0041394
R0041236
R0039759
R0069996
R0024633
R0033253
R0162284
R0030155
R0033859
R0141973
R0068151
R0028111
R0038097
R0001987
R0129320
R0029868
R0029742
R0028069
R0165916
R0027919
R0134744
R0033351
R0029727
R0047709
R0051478
R0025753
R0146082
R0029836
R0023984
R0025512
R0045011
R0033350
R0039989
R0032610
R0037938
R0025754
R0043222
R0032245
R0038475
R0093225
R0138708
R0097332
R0048811
R0042815
R0048021
R0002317
R0049428
R0027921
R0116140
R0022308
R0048349
R0089498
R0037960
R0025866
R0146084
R0029826
R0029783
R0150349
R0038473
R0033857
R0070004
R0032007
R0044304
R0051292
R0044045
R0048004
R0137575
R0050333
R0038343
R0038328
R0024789
R0154713
R0031166
R0027960
R0142048
R0033769
R0098226
R0048781
R0041234
R0032464
R0142003
R0031910
R0031990
R0029376
R0028066
R0028078
R0048187
R0141990
R0071236
R0032119
R0095464
R0023118
R0142128
R0167522
R0032060
R0043793
R0116119
R0088452
R0033959
R0171513
R0145212
R0033731
R0026019
R0038761
R0039761
R0150777
R0038333
R0114229
R0050278
R0022236
R0037991
R0029821
R0034947
R0132081
R0025876
R0165894
R0071798
R0049429
R0030847
R0075172
R0049678
R0022359
R0029838
R0037247
R0071004
R0034777
R0088451
R0044229
R0047136
R0027238
R0048208
R0050138
R0034105
R0033587
R0097362
R0032008
R0044044
